customer_id,billing_date,amount_due,amount_paid,payment_gap,late_payment
9114-VEPUF,2022-12-18,93.55,93.55,0.0,0
7876-BEUTG,2022-12-26,40.67,40.67,0.0,0
7876-BEUTG,2022-09-20,101.33,101.33,0.0,0
7876-BEUTG,2022-11-09,68.47,40.29,28.18,1
2338-BQEZT,2022-12-19,42.18,27.72,14.46,1
9873-MNDKV,2022-09-28,40.22,40.22,0.0,0
9873-MNDKV,2022-11-14,115.53,115.53,0.0,0
0378-NHQXU,2022-04-09,104.06,104.06,0.0,0
8241-JUIQO,2022-07-13,89.84,89.84,0.0,0
8241-JUIQO,2022-09-09,114.46,114.46,0.0,0
2194-IIQOF,2022-12-04,58.45,58.45,0.0,0
2194-IIQOF,2022-09-17,23.34,23.34,0.0,0
4512-ZUIYL,2022-02-01,49.61,49.61,0.0,0
4512-ZUIYL,2022-11-26,58.75,41.36,17.39,1
9631-RXVJM,2022-08-12,32.29,32.29,0.0,0
9631-RXVJM,2022-05-29,87.49,87.49,0.0,0
9584-EXCDZ,2022-05-16,42.52,42.52,0.0,0
9584-EXCDZ,2022-11-28,78.72,78.72,0.0,0
7969-AULMZ,2022-11-15,63.15,63.15,0.0,0
5093-FEGLU,2022-12-28,46.25,40.3,5.95,1
5093-FEGLU,2022-06-05,70.02,70.02,0.0,0
2621-UDNLU,2022-10-29,26.75,26.75,0.0,0
2621-UDNLU,2022-08-16,91.01,91.01,0.0,0
7526-IVLYU,2022-02-22,40.34,40.34,0.0,0
7526-IVLYU,2022-08-23,81.7,81.7,0.0,0
2428-HYUNX,2022-01-29,53.82,53.82,0.0,0
2428-HYUNX,2022-07-05,103.94,103.94,0.0,0
2428-HYUNX,2022-09-15,59.2,59.2,0.0,0
9214-EKVXR,2022-10-29,74.01,74.01,0.0,0
9214-EKVXR,2022-08-16,45.06,45.06,0.0,0
3410-MHHUM,2022-08-20,79.95,79.95,0.0,0
3410-MHHUM,2022-03-13,43.56,43.56,0.0,0
3410-MHHUM,2022-10-07,24.04,15.5,8.54,1
0568-ONFPC,2022-12-13,99.69,99.69,0.0,0
0733-VUNUW,2022-09-25,105.51,100.03,5.48,1
0733-VUNUW,2022-07-21,46.22,46.22,0.0,0
4550-EVXNY,2022-02-06,105.52,105.52,0.0,0
4550-EVXNY,2022-06-26,44.82,44.82,0.0,0
4550-EVXNY,2022-02-22,41.17,41.17,0.0,0
2122-YWVYA,2022-08-31,111.7,111.7,0.0,0
2968-SSGAA,2022-10-10,37.39,37.39,0.0,0
2296-DKZFP,2022-07-03,105.94,105.94,0.0,0
2296-DKZFP,2022-09-17,83.03,83.03,0.0,0
4844-JJWUY,2022-12-16,65.84,65.84,0.0,0
6777-TGHTM,2022-11-27,76.14,44.33,31.81,1
6777-TGHTM,2022-08-30,20.92,12.53,8.39,1
8909-BOLNL,2022-09-14,115.82,115.82,0.0,0
6603-YRDCJ,2022-08-03,118.98,118.98,0.0,0
3538-WZPHD,2022-08-13,76.75,76.75,0.0,0
3538-WZPHD,2022-11-02,90.13,90.13,0.0,0
3538-WZPHD,2022-09-20,29.8,29.8,0.0,0
3229-USWAR,2022-05-04,108.11,108.11,0.0,0
3229-USWAR,2022-01-12,92.58,92.58,0.0,0
3229-USWAR,2022-02-22,104.14,104.14,0.0,0
2138-VFAPZ,2022-10-06,45.69,45.69,0.0,0
6131-JLWZM,2022-07-12,33.53,18.65,14.88,1
6131-JLWZM,2022-08-22,97.64,97.64,0.0,0
4785-QRJHC,2022-02-23,46.23,46.23,0.0,0
4785-QRJHC,2022-02-26,111.86,111.86,0.0,0
4785-QRJHC,2022-01-30,57.85,57.85,0.0,0
0269-XFESX,2022-10-22,45.43,33.16,12.27,1
1709-EJDOX,2022-08-07,37.06,37.06,0.0,0
1709-EJDOX,2022-03-09,21.53,21.53,0.0,0
4316-XCSLJ,2022-08-09,93.07,93.07,0.0,0
4316-XCSLJ,2022-05-29,99.39,99.39,0.0,0
8610-WFCJF,2022-02-19,75.22,38.16,37.06,1
9693-XMUOB,2022-03-17,27.36,16.56,10.8,1
9693-XMUOB,2022-04-14,25.22,25.22,0.0,0
9693-XMUOB,2022-06-03,113.76,113.76,0.0,0
0383-CLDDA,2022-01-08,85.63,85.63,0.0,0
0383-CLDDA,2022-01-01,100.7,100.7,0.0,0
0383-CLDDA,2022-03-21,85.03,85.03,0.0,0
4905-JEFDW,2022-11-22,102.75,102.75,0.0,0
4905-JEFDW,2022-03-17,107.69,107.69,0.0,0
4905-JEFDW,2022-11-18,62.07,62.07,0.0,0
2709-UQGNP,2022-06-10,38.77,38.77,0.0,0
3549-ZTMNH,2022-04-25,47.02,47.02,0.0,0
3549-ZTMNH,2022-09-10,88.89,88.89,0.0,0
7881-INRLC,2022-09-06,56.94,56.94,0.0,0
7881-INRLC,2022-10-23,81.02,81.02,0.0,0
8033-ATFAS,2022-02-14,73.55,73.55,0.0,0
1635-NZATJ,2022-07-05,70.07,70.07,0.0,0
0562-HKHML,2022-01-27,91.2,91.2,0.0,0
0562-HKHML,2022-07-23,91.44,91.44,0.0,0
0562-HKHML,2022-02-26,98.98,98.98,0.0,0
8277-RVRSV,2022-04-04,98.85,98.85,0.0,0
8277-RVRSV,2022-06-05,76.98,76.98,0.0,0
8277-RVRSV,2022-08-04,46.64,40.46,6.18,1
9943-VSZUV,2022-11-24,40.56,40.56,0.0,0
9943-VSZUV,2022-04-30,33.36,33.36,0.0,0
0117-LFRMW,2022-11-24,85.37,54.54,30.83,1
6172-FECYY,2022-01-09,87.68,63.02,24.66,1
7054-ENNGU,2022-02-13,113.5,113.5,0.0,0
7054-ENNGU,2022-09-11,72.63,72.63,0.0,0
1455-HFBXA,2022-08-06,84.1,49.77,34.33,1
1455-HFBXA,2022-07-22,43.47,38.21,5.26,1
1455-HFBXA,2022-07-03,96.08,96.08,0.0,0
9402-CXWPL,2022-01-26,49.1,49.1,0.0,0
9402-CXWPL,2022-04-09,26.95,26.95,0.0,0
9402-CXWPL,2022-06-22,87.57,87.57,0.0,0
1628-BIZYP,2022-07-05,77.47,77.47,0.0,0
1628-BIZYP,2022-06-03,28.75,26.55,2.2,1
1628-BIZYP,2022-01-30,108.22,108.22,0.0,0
1965-AKTSX,2022-08-19,108.58,108.58,0.0,0
0082-LDZUE,2022-02-11,68.01,68.01,0.0,0
0082-LDZUE,2022-09-07,106.31,60.71,45.6,1
4786-UKSNZ,2022-11-02,42.55,42.55,0.0,0
4786-UKSNZ,2022-01-16,102.9,59.0,43.9,1
4786-UKSNZ,2022-04-22,38.94,38.94,0.0,0
5343-SGUBI,2022-12-02,89.47,89.47,0.0,0
5343-SGUBI,2022-05-03,74.8,67.99,6.81,1
5343-SGUBI,2022-08-25,88.46,88.46,0.0,0
0856-NAOES,2022-09-24,37.33,37.33,0.0,0
0856-NAOES,2022-11-05,21.2,21.2,0.0,0
0856-NAOES,2022-05-08,32.45,32.45,0.0,0
1976-AZZPJ,2022-11-09,37.86,34.0,3.86,1
1976-AZZPJ,2022-02-12,26.94,26.94,0.0,0
1976-AZZPJ,2022-08-26,102.04,102.04,0.0,0
7248-VZQLC,2022-07-19,53.59,53.59,0.0,0
7248-VZQLC,2022-11-24,36.96,30.35,6.61,1
6156-UZDLF,2022-11-28,77.38,77.38,0.0,0
3099-OONVS,2022-02-27,101.33,101.33,0.0,0
3099-OONVS,2022-01-07,86.11,86.11,0.0,0
3099-OONVS,2022-12-24,47.03,47.03,0.0,0
9500-WBGRP,2022-04-27,79.43,79.43,0.0,0
9500-WBGRP,2022-10-29,114.63,114.63,0.0,0
5183-KLYEM,2022-09-29,83.91,83.91,0.0,0
5144-PQCDZ,2022-01-14,111.93,111.93,0.0,0
5144-PQCDZ,2022-01-01,33.59,33.59,0.0,0
5144-PQCDZ,2022-10-12,109.97,109.97,0.0,0
8514-VZHEB,2022-08-13,92.27,92.27,0.0,0
8514-VZHEB,2022-10-21,38.19,38.19,0.0,0
6625-IUTTT,2022-11-10,95.66,95.66,0.0,0
9355-NPPFS,2022-09-19,39.25,39.25,0.0,0
9355-NPPFS,2022-11-08,28.39,19.76,8.63,1
0068-FIGTF,2022-03-12,92.35,92.35,0.0,0
0068-FIGTF,2022-02-22,73.47,38.32,35.15,1
5965-GGPRW,2022-12-04,52.65,31.66,20.99,1
8035-PWSEV,2022-04-27,25.51,25.51,0.0,0
8035-PWSEV,2022-12-04,46.88,46.88,0.0,0
8035-PWSEV,2022-12-26,26.94,26.94,0.0,0
2236-HILPA,2022-09-11,116.97,109.71,7.26,1
1840-BIUOG,2022-01-14,82.81,82.81,0.0,0
1840-BIUOG,2022-07-19,101.49,101.49,0.0,0
1356-MKYSK,2022-06-29,44.05,38.6,5.45,1
1356-MKYSK,2022-10-12,35.07,35.07,0.0,0
6080-LNESI,2022-02-06,107.78,107.78,0.0,0
6080-LNESI,2022-07-04,51.75,26.78,24.97,1
6080-LNESI,2022-01-11,92.43,92.43,0.0,0
1830-IPXVJ,2022-05-29,50.51,31.49,19.02,1
1830-IPXVJ,2022-05-23,91.24,91.24,0.0,0
5828-DWPIL,2022-06-06,26.6,26.6,0.0,0
5828-DWPIL,2022-04-28,30.62,30.62,0.0,0
5828-DWPIL,2022-09-29,67.83,67.83,0.0,0
8398-TBIYD,2022-09-16,78.21,78.21,0.0,0
0011-IGKFF,2022-04-15,115.71,115.71,0.0,0
4192-GORJT,2022-06-17,92.7,92.7,0.0,0
6496-SLWHQ,2022-05-05,50.26,28.99,21.27,1
9912-GVSEQ,2022-05-20,69.19,69.19,0.0,0
9912-GVSEQ,2022-05-12,62.45,62.45,0.0,0
9912-GVSEQ,2022-03-15,103.61,103.61,0.0,0
2931-FSOHN,2022-08-19,86.64,86.64,0.0,0
2931-FSOHN,2022-01-29,42.72,42.72,0.0,0
9418-RUKPH,2022-03-26,74.41,74.41,0.0,0
9418-RUKPH,2022-08-10,118.73,72.09,46.64,1
9418-RUKPH,2022-07-28,42.31,42.31,0.0,0
5383-MMTWC,2022-01-01,64.1,64.1,0.0,0
5383-MMTWC,2022-11-06,101.22,101.22,0.0,0
5383-MMTWC,2022-07-05,101.25,101.25,0.0,0
9971-ZWPBF,2022-03-28,90.94,78.36,12.58,1
4712-AUQZO,2022-11-21,25.97,23.6,2.37,1
9711-FJTBX,2022-07-24,88.66,88.66,0.0,0
9711-FJTBX,2022-12-03,89.14,89.14,0.0,0
2908-ZTPNF,2022-02-07,22.37,22.37,0.0,0
2908-ZTPNF,2022-03-03,80.75,80.75,0.0,0
2908-ZTPNF,2022-08-21,57.6,57.6,0.0,0
7240-ETPTR,2022-07-09,86.93,86.93,0.0,0
7240-ETPTR,2022-05-21,32.17,32.17,0.0,0
2202-CUYXZ,2022-09-16,20.04,12.43,7.61,1
2202-CUYXZ,2022-10-12,75.21,42.67,32.54,1
2202-CUYXZ,2022-07-28,63.08,63.08,0.0,0
5995-OIGLP,2022-07-02,104.94,104.94,0.0,0
5995-OIGLP,2022-05-23,20.43,20.43,0.0,0
8421-WZOOW,2022-09-22,23.52,23.52,0.0,0
8421-WZOOW,2022-06-26,99.04,99.04,0.0,0
8421-WZOOW,2022-10-04,98.27,98.27,0.0,0
6261-RCVNS,2022-02-28,39.7,39.7,0.0,0
6261-RCVNS,2022-04-19,47.12,47.12,0.0,0
7951-QKZPL,2022-07-31,90.75,90.75,0.0,0
7951-QKZPL,2022-09-29,49.53,49.53,0.0,0
7951-QKZPL,2022-04-09,49.18,49.18,0.0,0
1414-YADCW,2022-05-24,61.21,61.21,0.0,0
1414-YADCW,2022-02-24,66.95,66.95,0.0,0
1414-YADCW,2022-06-19,28.24,28.24,0.0,0
8756-RDDLT,2022-02-11,22.28,12.0,10.28,1
8756-RDDLT,2022-10-02,78.39,52.32,26.07,1
2862-PFNIK,2022-01-25,65.31,65.31,0.0,0
2862-PFNIK,2022-12-10,90.41,58.04,32.37,1
5816-QVHRX,2022-04-13,57.26,57.26,0.0,0
5816-QVHRX,2022-03-26,81.46,81.46,0.0,0
5816-QVHRX,2022-10-25,107.98,107.98,0.0,0
4430-YHXGG,2022-05-10,59.32,59.32,0.0,0
4430-YHXGG,2022-05-01,33.02,33.02,0.0,0
4430-YHXGG,2022-07-10,42.19,42.19,0.0,0
6888-SBYAI,2022-12-21,80.46,80.46,0.0,0
6888-SBYAI,2022-05-09,21.25,21.25,0.0,0
6888-SBYAI,2022-10-05,98.73,98.73,0.0,0
7395-XWZOY,2022-03-01,96.74,53.58,43.16,1
7395-XWZOY,2022-07-06,31.47,22.98,8.49,1
7395-XWZOY,2022-04-30,69.5,69.5,0.0,0
7169-YWAMK,2022-10-01,72.08,72.08,0.0,0
7169-YWAMK,2022-08-26,90.51,49.65,40.86,1
3640-PHQXK,2022-02-14,63.86,63.86,0.0,0
3640-PHQXK,2022-12-28,101.14,101.14,0.0,0
3640-PHQXK,2022-01-01,110.14,110.14,0.0,0
6877-LGWXO,2022-03-14,72.79,72.79,0.0,0
6877-LGWXO,2022-07-07,56.54,56.54,0.0,0
6859-RKMZJ,2022-10-06,48.28,48.28,0.0,0
6859-RKMZJ,2022-12-14,118.96,118.96,0.0,0
6859-RKMZJ,2022-04-17,93.82,93.82,0.0,0
2729-VNVAP,2022-08-07,105.52,105.52,0.0,0
2729-VNVAP,2022-10-16,77.9,77.9,0.0,0
2957-JIRMN,2022-07-12,39.46,39.46,0.0,0
2957-JIRMN,2022-11-10,97.27,97.27,0.0,0
2957-JIRMN,2022-05-15,29.73,29.73,0.0,0
2049-BAFNW,2022-08-27,106.16,106.16,0.0,0
3842-QTGDL,2022-03-04,112.96,112.96,0.0,0
3842-QTGDL,2022-04-20,69.82,69.82,0.0,0
3842-QTGDL,2022-12-20,85.09,85.09,0.0,0
7163-OCEQI,2022-09-11,73.24,73.24,0.0,0
7163-OCEQI,2022-06-26,48.25,41.12,7.13,1
9782-LGXMC,2022-01-19,21.1,21.1,0.0,0
5975-BAICR,2022-04-25,119.31,119.31,0.0,0
8019-ENHXU,2022-02-01,53.87,53.87,0.0,0
8019-ENHXU,2022-03-21,86.95,86.95,0.0,0
5167-GBFRE,2022-06-08,53.6,53.6,0.0,0
9033-EOXWV,2022-06-30,79.14,79.14,0.0,0
9033-EOXWV,2022-11-25,38.05,38.05,0.0,0
4673-KKSLS,2022-04-11,109.86,109.86,0.0,0
4673-KKSLS,2022-07-02,23.04,23.04,0.0,0
4673-KKSLS,2022-06-19,23.73,23.73,0.0,0
4853-OITSN,2022-01-04,43.42,43.42,0.0,0
4853-OITSN,2022-06-15,48.2,48.2,0.0,0
4853-OITSN,2022-10-23,99.82,99.82,0.0,0
9800-OUIGR,2022-02-25,94.75,94.75,0.0,0
9800-OUIGR,2022-09-02,77.25,77.25,0.0,0
1324-NLTJE,2022-03-11,34.41,34.41,0.0,0
1324-NLTJE,2022-08-23,26.62,26.62,0.0,0
2324-EFHVG,2022-05-16,87.76,87.76,0.0,0
2324-EFHVG,2022-08-06,65.0,65.0,0.0,0
2324-EFHVG,2022-11-26,108.47,108.47,0.0,0
7094-MSZAO,2022-02-13,95.66,95.66,0.0,0
7094-MSZAO,2022-06-03,78.76,40.46,38.3,1
7094-MSZAO,2022-03-27,88.79,88.79,0.0,0
1522-VVDMG,2022-05-16,100.18,100.18,0.0,0
1522-VVDMG,2022-07-18,66.62,66.62,0.0,0
1522-VVDMG,2022-01-10,104.89,104.89,0.0,0
6907-CQGPN,2022-09-16,79.28,79.28,0.0,0
6907-CQGPN,2022-04-22,50.95,50.95,0.0,0
0780-XNZFN,2022-10-03,112.62,112.62,0.0,0
0780-XNZFN,2022-02-16,22.84,22.84,0.0,0
0780-XNZFN,2022-08-24,60.53,60.53,0.0,0
0239-OXEXL,2022-09-09,92.33,92.33,0.0,0
2675-IJRGJ,2022-10-31,44.34,44.34,0.0,0
2675-IJRGJ,2022-12-06,42.93,42.93,0.0,0
2675-IJRGJ,2022-12-12,81.2,81.2,0.0,0
7049-GKVZY,2022-03-17,108.25,108.25,0.0,0
7049-GKVZY,2022-11-06,53.39,40.43,12.96,1
7049-GKVZY,2022-03-19,46.49,46.49,0.0,0
8577-QSOCG,2022-04-04,38.54,38.54,0.0,0
8577-QSOCG,2022-08-08,93.72,81.94,11.78,1
3721-CNZHX,2022-06-11,97.19,97.19,0.0,0
0212-ISBBF,2022-04-17,50.5,50.5,0.0,0
0212-ISBBF,2022-03-31,110.16,110.16,0.0,0
0212-ISBBF,2022-09-01,28.8,28.8,0.0,0
9185-TQCVP,2022-11-02,47.78,47.78,0.0,0
9185-TQCVP,2022-03-19,105.43,105.43,0.0,0
3585-YNADK,2022-10-01,37.31,37.31,0.0,0
5271-DBYSJ,2022-08-21,43.86,43.86,0.0,0
5271-DBYSJ,2022-06-27,75.81,75.81,0.0,0
1099-GODLO,2022-05-22,45.6,45.6,0.0,0
1099-GODLO,2022-01-29,61.53,61.53,0.0,0
1099-GODLO,2022-11-11,90.22,80.51,9.71,1
6828-HMKWP,2022-12-18,89.1,81.16,7.94,1
6828-HMKWP,2022-01-02,25.27,17.77,7.5,1
5567-WSELE,2022-12-12,48.38,41.38,7.0,1
5567-WSELE,2022-03-09,105.22,105.22,0.0,0
1472-TNCWL,2022-03-12,35.64,35.64,0.0,0
8063-RJYNF,2022-10-19,85.37,85.37,0.0,0
8063-RJYNF,2022-08-15,42.65,42.65,0.0,0
0687-ZVTHB,2022-07-19,45.57,30.25,15.32,1
2080-GKCWQ,2022-08-18,40.05,40.05,0.0,0
2080-GKCWQ,2022-12-23,71.73,71.73,0.0,0
9661-ACXBS,2022-11-14,32.45,32.45,0.0,0
9661-ACXBS,2022-03-14,66.69,66.69,0.0,0
9661-ACXBS,2022-06-01,88.47,88.47,0.0,0
2193-SFWQW,2022-06-19,58.07,58.07,0.0,0
2193-SFWQW,2022-06-16,44.22,44.22,0.0,0
5656-JAMLX,2022-06-27,39.53,39.53,0.0,0
5656-JAMLX,2022-04-11,87.7,87.7,0.0,0
3462-BJQQA,2022-01-26,46.73,37.33,9.4,1
3462-BJQQA,2022-03-25,47.58,29.68,17.9,1
0442-TDYUO,2022-01-08,108.83,108.83,0.0,0
0442-TDYUO,2022-10-31,48.87,48.87,0.0,0
0442-TDYUO,2022-10-27,63.48,63.48,0.0,0
6733-LRIZX,2022-09-13,57.38,31.73,25.65,1
6733-LRIZX,2022-11-16,106.79,106.79,0.0,0
9503-XJUME,2022-04-17,62.54,62.54,0.0,0
9503-XJUME,2022-04-06,102.68,102.68,0.0,0
9503-XJUME,2022-12-21,80.22,80.22,0.0,0
4367-NHWMM,2022-03-01,48.54,48.54,0.0,0
4367-NHWMM,2022-02-21,77.69,77.69,0.0,0
4367-NHWMM,2022-02-01,107.94,107.94,0.0,0
3727-RJMEO,2022-06-09,66.48,66.48,0.0,0
3727-RJMEO,2022-11-25,76.77,76.77,0.0,0
3779-OSWCF,2022-07-14,90.99,90.99,0.0,0
3779-OSWCF,2022-05-14,73.9,66.03,7.87,1
3779-OSWCF,2022-11-08,115.74,115.74,0.0,0
6736-DHUQI,2022-10-22,31.35,29.15,2.2,1
3915-ODIYG,2022-12-31,97.81,97.81,0.0,0
3915-ODIYG,2022-10-27,78.08,78.08,0.0,0
1360-RCYRT,2022-11-30,39.71,39.71,0.0,0
1360-RCYRT,2022-10-15,115.34,115.34,0.0,0
2724-FJDYW,2022-02-17,114.61,114.61,0.0,0
4451-RWASJ,2022-03-11,82.55,82.55,0.0,0
4451-RWASJ,2022-08-18,76.06,65.6,10.46,1
4451-RWASJ,2022-08-20,38.18,38.18,0.0,0
6646-VRFOL,2022-08-03,24.69,24.69,0.0,0
6646-VRFOL,2022-09-09,77.2,77.2,0.0,0
6646-VRFOL,2022-03-07,34.81,34.81,0.0,0
3460-TJBWI,2022-01-10,101.86,101.86,0.0,0
3460-TJBWI,2022-03-27,118.69,118.69,0.0,0
5917-HBSDW,2022-01-22,63.14,63.14,0.0,0
5917-HBSDW,2022-01-22,94.53,74.94,19.59,1
5685-IIXLY,2022-06-08,92.82,92.82,0.0,0
5685-IIXLY,2022-09-26,31.86,31.86,0.0,0
5685-IIXLY,2022-08-23,21.63,12.82,8.81,1
5671-UUNXD,2022-06-04,66.85,66.85,0.0,0
0956-ACVZC,2022-08-14,111.43,111.43,0.0,0
0956-ACVZC,2022-05-15,118.07,118.07,0.0,0
2325-NBPZG,2022-02-17,57.93,57.93,0.0,0
2325-NBPZG,2022-07-21,86.8,86.8,0.0,0
4250-ZBWLV,2022-01-03,56.03,56.03,0.0,0
4250-ZBWLV,2022-11-21,85.1,85.1,0.0,0
4250-ZBWLV,2022-01-04,29.57,29.57,0.0,0
4482-FTFFX,2022-09-01,63.89,63.89,0.0,0
4482-FTFFX,2022-07-30,51.77,37.96,13.81,1
4482-FTFFX,2022-03-17,66.69,66.69,0.0,0
8859-DZTGQ,2022-05-19,64.5,64.5,0.0,0
8859-DZTGQ,2022-12-15,117.78,81.3,36.48,1
0440-MOGPM,2022-05-09,22.55,22.55,0.0,0
0440-MOGPM,2022-06-12,46.58,46.58,0.0,0
0020-JDNXP,2022-01-04,52.54,52.54,0.0,0
3752-CQSJI,2022-12-14,64.19,64.19,0.0,0
3752-CQSJI,2022-05-22,26.99,26.99,0.0,0
3752-CQSJI,2022-01-31,64.99,64.99,0.0,0
5025-GOOKI,2022-09-10,98.86,98.86,0.0,0
5025-GOOKI,2022-06-26,116.35,116.35,0.0,0
5025-GOOKI,2022-07-18,98.76,98.76,0.0,0
4698-KVLLG,2022-01-08,75.92,75.92,0.0,0
4698-KVLLG,2022-07-02,47.62,47.62,0.0,0
4698-KVLLG,2022-11-14,48.79,48.79,0.0,0
5095-AESKG,2022-12-26,37.65,37.65,0.0,0
5095-AESKG,2022-03-12,82.62,82.62,0.0,0
2887-JPYLU,2022-07-06,99.13,99.13,0.0,0
4770-QAZXN,2022-03-29,85.01,85.01,0.0,0
4896-CPRPF,2022-04-11,89.06,89.06,0.0,0
4896-CPRPF,2022-10-10,30.91,30.91,0.0,0
4896-CPRPF,2022-04-16,112.72,84.54,28.18,1
1871-MOWRM,2022-05-21,94.94,94.94,0.0,0
1871-MOWRM,2022-09-28,80.87,80.87,0.0,0
9714-EDSUC,2022-12-08,20.03,20.03,0.0,0
9714-EDSUC,2022-06-20,53.02,53.02,0.0,0
2027-OAQQC,2022-03-02,72.09,72.09,0.0,0
2027-OAQQC,2022-02-10,30.33,30.33,0.0,0
0282-NVSJS,2022-10-27,100.47,73.37,27.1,1
9090-SGQXL,2022-05-31,105.38,105.38,0.0,0
9090-SGQXL,2022-11-18,21.84,16.49,5.35,1
6595-YGXIT,2022-03-31,44.79,44.79,0.0,0
7353-YOWFP,2022-11-13,31.25,31.25,0.0,0
7353-YOWFP,2022-10-09,112.57,112.57,0.0,0
9835-ZIITK,2022-12-18,107.93,85.41,22.52,1
9835-ZIITK,2022-09-09,43.96,43.96,0.0,0
9835-ZIITK,2022-03-16,114.63,114.63,0.0,0
8008-ESFLK,2022-11-29,43.78,43.78,0.0,0
7537-CBQUZ,2022-12-27,59.36,31.99,27.37,1
7537-CBQUZ,2022-08-05,25.03,25.03,0.0,0
1555-DJEQW,2022-11-28,115.72,115.72,0.0,0
5649-TJHOV,2022-08-02,103.51,73.48,30.03,1
5649-TJHOV,2022-06-02,40.78,40.78,0.0,0
0519-XUZJU,2022-12-31,46.56,46.56,0.0,0
0519-XUZJU,2022-12-23,43.4,43.4,0.0,0
3363-EWLGO,2022-06-07,32.9,32.9,0.0,0
3363-EWLGO,2022-05-08,20.9,20.9,0.0,0
3363-EWLGO,2022-01-24,21.82,21.82,0.0,0
4750-UKWJK,2022-05-21,101.04,101.04,0.0,0
6338-AVWCY,2022-09-23,60.92,60.92,0.0,0
6338-AVWCY,2022-04-24,109.86,109.86,0.0,0
6338-AVWCY,2022-01-03,52.37,52.37,0.0,0
1689-YQBYY,2022-10-02,63.42,63.42,0.0,0
1689-YQBYY,2022-12-06,108.08,108.08,0.0,0
4487-ZYJZK,2022-08-18,46.02,46.02,0.0,0
2959-FENLU,2022-04-09,64.27,64.27,0.0,0
2959-FENLU,2022-06-10,53.05,53.05,0.0,0
0708-LGSMF,2022-05-04,66.76,66.76,0.0,0
0708-LGSMF,2022-06-21,27.51,27.51,0.0,0
0708-LGSMF,2022-07-18,106.02,106.02,0.0,0
9253-QXKBE,2022-06-08,112.61,112.61,0.0,0
9253-QXKBE,2022-06-18,84.2,84.2,0.0,0
7634-HLQJR,2022-07-24,107.6,107.6,0.0,0
7634-HLQJR,2022-02-27,48.42,48.42,0.0,0
7634-HLQJR,2022-10-27,80.55,80.55,0.0,0
0487-RPVUM,2022-09-22,70.52,70.52,0.0,0
4079-ULGFR,2022-01-27,95.11,53.78,41.33,1
2516-XSJKX,2022-04-10,73.14,73.14,0.0,0
2516-XSJKX,2022-01-06,35.82,35.82,0.0,0
0057-QBUQH,2022-05-19,94.07,94.07,0.0,0
0057-QBUQH,2022-11-23,91.22,91.22,0.0,0
9445-SZLCH,2022-09-05,95.65,95.65,0.0,0
9445-SZLCH,2022-06-07,101.61,70.57,31.04,1
9445-SZLCH,2022-08-10,103.72,103.72,0.0,0
6599-SFQVE,2022-11-19,116.54,116.54,0.0,0
8331-ZXFOE,2022-08-15,91.23,91.23,0.0,0
8331-ZXFOE,2022-04-01,118.17,118.17,0.0,0
4003-FUSHP,2022-04-30,58.86,58.86,0.0,0
0356-ERHVT,2022-05-14,106.96,106.96,0.0,0
0356-ERHVT,2022-07-30,113.18,113.18,0.0,0
0356-ERHVT,2022-06-11,67.3,67.3,0.0,0
7325-ENZFI,2022-10-07,51.49,51.49,0.0,0
7325-ENZFI,2022-09-11,89.88,89.88,0.0,0
4884-ZTHVF,2022-10-26,28.88,28.88,0.0,0
3920-HIHMQ,2022-09-10,23.22,23.22,0.0,0
3920-HIHMQ,2022-05-19,79.24,79.24,0.0,0
3055-OYMSE,2022-06-25,92.71,92.71,0.0,0
0613-WUXUM,2022-04-02,104.01,93.13,10.88,1
7568-PODML,2022-06-14,104.74,104.74,0.0,0
7568-PODML,2022-12-20,22.3,12.63,9.67,1
4458-KVRBJ,2022-02-23,68.54,68.54,0.0,0
4458-KVRBJ,2022-06-17,68.7,68.7,0.0,0
4458-KVRBJ,2022-07-11,113.2,113.2,0.0,0
5349-IECLD,2022-09-25,75.59,75.59,0.0,0
1397-XKKWR,2022-08-05,93.12,93.12,0.0,0
1397-XKKWR,2022-09-24,112.79,112.79,0.0,0
3945-GFWQL,2022-06-06,65.26,65.26,0.0,0
8097-OMULG,2022-04-21,107.46,71.57,35.89,1
6013-BHCAW,2022-08-21,85.96,85.96,0.0,0
0401-WDBXM,2022-08-20,94.22,71.8,22.42,1
0401-WDBXM,2022-03-29,67.87,67.87,0.0,0
0401-WDBXM,2022-04-14,34.68,34.68,0.0,0
3387-PLKUI,2022-11-01,109.12,109.12,0.0,0
3387-PLKUI,2022-06-25,109.37,109.37,0.0,0
6096-EGVTU,2022-12-26,87.19,87.19,0.0,0
6096-EGVTU,2022-01-12,111.44,111.44,0.0,0
3797-VTIDR,2022-10-10,76.12,76.12,0.0,0
3797-VTIDR,2022-06-29,76.96,76.96,0.0,0
5081-NWSUP,2022-05-27,71.64,71.64,0.0,0
2580-ATZSQ,2022-03-20,87.51,87.51,0.0,0
2580-ATZSQ,2022-09-30,76.33,76.33,0.0,0
2580-ATZSQ,2022-06-15,60.15,60.15,0.0,0
8085-MSNLK,2022-02-26,118.4,70.22,48.18,1
9691-HKOVS,2022-07-28,103.36,69.91,33.45,1
9881-VCZEP,2022-07-08,51.7,51.7,0.0,0
9881-VCZEP,2022-06-21,97.26,97.26,0.0,0
9881-VCZEP,2022-12-03,66.34,66.34,0.0,0
9526-BIHHD,2022-08-03,34.61,34.61,0.0,0
